id,headshot,firstName,lastName,sweaterNumber,positionCode,shootsCatches,heightInInches,weightInPounds,heightInCentimeters,weightInKilograms,birthDate,birthCity,birthCountry,birthStateProvince,positionType,season,team
8473482,https://assets.nhle.com/mugs/nhl/20122013/CAR/8473482.png,Jiri,Tlusty,19.0,L,L,72,205,183,93,1988-03-16,Slany,CZE,,forwards,20122013,CAR
8473734,https://assets.nhle.com/mugs/nhl/20122013/CAR/8473734.png,Tim,Wallace,29.0,R,R,73,207,185,94,1984-08-06,Anchorage,USA,AK,forwards,20122013,CAR
8476819,https://assets.nhle.com/mugs/nhl/20122013/CAR/8476819.png,Jeremy,Welsh,23.0,C,L,75,210,191,95,1988-04-30,Bayfield,CAN,ON,forwards,20122013,CAR
8473908,https://assets.nhle.com/mugs/nhl/20122013/CAR/8473908.png,Kevin,Westgarth,8.0,R,R,76,234,193,106,1984-02-07,Amherstburg,CAN,ON,forwards,20122013,CAR
8474135,https://assets.nhle.com/mugs/nhl/20122013/CAR/8474135.png,Brett,Bellemore,73.0,D,R,76,225,193,102,1988-06-25,Windsor,CAN,ON,defensemen,20122013,CAR
8469765,https://assets.nhle.com/mugs/nhl/20122013/CAR/8469765.png,Marc-Andre,Bergeron,47.0,D,L,69,190,175,86,1980-10-13,Trois-Rivières,CAN,QC,defensemen,20122013,CAR
8466215,https://assets.nhle.com/mugs/nhl/20122013/CAR/8466215.png,Joe,Corvo,77.0,D,R,72,204,183,93,1977-06-20,Oak Park,USA,IL,defensemen,20122013,CAR
8475753,https://assets.nhle.com/mugs/nhl/20122013/CAR/8475753.png,Justin,Faulk,27.0,D,R,72,214,183,97,1992-03-20,South St. Paul,USA,MN,defensemen,20122013,CAR
8469476,https://assets.nhle.com/mugs/nhl/20122013/CAR/8469476.png,Tim,Gleason,6.0,D,L,72,217,183,98,1983-01-29,Clawson,USA,MI,defensemen,20122013,CAR
8471752,https://assets.nhle.com/mugs/nhl/20122013/CAR/8471752.png,Marc-Andre,Gragnani,5.0,D,L,75,205,191,93,1987-03-11,Montréal,CAN,QC,defensemen,20122013,CAR
8469531,https://assets.nhle.com/mugs/nhl/20122013/CAR/8469531.png,Jay,Harrison,44.0,D,L,76,222,193,101,1982-11-03,Oshawa,CAN,ON,defensemen,20122013,CAR
8474661,https://assets.nhle.com/mugs/nhl/20122013/CAR/8474661.png,Michal,Jordan,47.0,D,L,73,195,185,88,1990-07-17,Zlin,CZE,,defensemen,20122013,CAR
8473571,https://assets.nhle.com/mugs/nhl/20122013/CAR/8473571.png,Jamie,McBain,4.0,D,R,73,195,185,88,1988-02-25,Edina,USA,MN,defensemen,20122013,CAR
8476465,https://assets.nhle.com/mugs/nhl/20122013/CAR/8476465.png,Ryan,Murphy,7.0,D,R,71,175,180,79,1993-03-31,Aurora,CAN,ON,defensemen,20122013,CAR
8470137,https://assets.nhle.com/mugs/nhl/20122013/CAR/8470137.png,Joni,Pitkanen,25.0,D,L,75,220,191,100,1983-09-19,Oulu,FIN,,defensemen,20122013,CAR
8473610,https://assets.nhle.com/mugs/nhl/20122013/CAR/8473610.png,Bobby,Sanguinetti,24.0,D,R,75,188,191,85,1988-02-29,Trenton,USA,NJ,defensemen,20122013,CAR
8468540,https://assets.nhle.com/mugs/nhl/20122013/CAR/8468540.png,Dan,Ellis,31.0,G,L,73,195,185,88,1980-06-19,Saskatoon,CAN,SK,goalies,20122013,CAR
8471251,https://assets.nhle.com/mugs/nhl/20122013/CAR/8471251.png,Justin,Peters,35.0,G,L,73,210,185,95,1986-08-30,Blyth,CAN,ON,goalies,20122013,CAR
8470320,https://assets.nhle.com/mugs/nhl/20122013/CAR/8470320.png,Cam,Ward,30.0,G,L,73,194,185,88,1984-02-29,Saskatoon,CAN,SK,goalies,20122013,CAR
8471254,https://assets.nhle.com/mugs/nhl/20122013/CHI/8471254.png,Bryan,Bickell,29.0,L,L,76,223,193,101,1986-03-09,Bowmanville,CAN,ON,forwards,20122013,CHI
8471245,https://assets.nhle.com/mugs/nhl/20122013/CHI/8471245.png,Dave,Bolland,36.0,C,R,72,184,183,83,1986-06-05,Mimico,CAN,ON,forwards,20122013,CHI
8475650,https://assets.nhle.com/mugs/nhl/20122013/CHI/8475650.png,Brandon,Bollig,52.0,L,L,74,220,188,100,1987-01-31,St. Charles,USA,MO,forwards,20122013,CHI
8470666,https://assets.nhle.com/mugs/nhl/20122013/CHI/8470666.png,Daniel,Carcillo,13.0,L,L,72,200,183,91,1985-01-28,King City,CAN,ON,forwards,20122013,CHI
8473564,https://assets.nhle.com/mugs/nhl/20122013/CHI/8473564.png,Michael,Frolik,67.0,R,L,73,186,185,84,1988-02-17,Kladno,CZE,,forwards,20122013,CHI
8462129,https://assets.nhle.com/mugs/nhl/20122013/CHI/8462129.png,Michal,Handzus,26.0,C,L,77,215,196,98,1977-03-11,Banská Bystrica,SVK,,forwards,20122013,CHI
8474625,https://assets.nhle.com/mugs/nhl/20122013/CHI/8474625.png,Jimmy,Hayes,22.0,R,R,77,215,196,98,1989-11-21,Dorchester,USA,MA,forwards,20122013,CHI
8466148,https://assets.nhle.com/mugs/nhl/20122013/CHI/8466148.png,Marian,Hossa,81.0,R,L,73,207,185,94,1979-01-12,Stará Lubovna,SVK,,forwards,20122013,CHI
8474141,https://assets.nhle.com/mugs/nhl/20122013/CHI/8474141.png,Patrick,Kane,88.0,R,L,70,177,178,80,1988-11-19,Buffalo,USA,NY,forwards,20122013,CHI
8475323,https://assets.nhle.com/mugs/nhl/20122013/CHI/8475323.png,Marcus,Kruger,16.0,C,L,72,186,183,84,1990-05-27,Stockholm,SWE,,forwards,20122013,CHI
8477243,https://assets.nhle.com/mugs/nhl/20122013/CHI/8477243.png,Drew,LeBlanc,14.0,C,L,72,194,183,88,1989-06-29,Duluth,USA,MN,forwards,20122013,CHI
8459514,https://assets.nhle.com/mugs/nhl/20122013/CHI/8459514.png,Jamal,Mayers,22.0,R,R,73,222,185,101,1974-10-24,Toronto,CAN,ON,forwards,20122013,CHI
8475214,https://assets.nhle.com/mugs/nhl/20122013/CHI/8475214.png,Jeremy,Morin,27.0,R,R,73,195,185,88,1991-04-16,Auburn,USA,NY,forwards,20122013,CHI
8475204,https://assets.nhle.com/mugs/nhl/20122013/CHI/8475204.png,Brandon,Pirri,73.0,C,L,73,180,185,82,1991-04-10,Toronto,CAN,ON,forwards,20122013,CHI
8476438,https://assets.nhle.com/mugs/nhl/20122013/CHI/8476438.png,Brandon,Saad,20.0,L,L,73,215,185,98,1992-10-27,Pittsburgh,USA,PA,forwards,20122013,CHI
8469544,https://assets.nhle.com/mugs/nhl/20122013/CHI/8469544.png,Patrick,Sharp,10.0,L,R,73,200,185,91,1981-12-27,Winnipeg,CAN,MB,forwards,20122013,CHI
8476381,https://assets.nhle.com/mugs/nhl/20122013/CHI/8476381.png,Andrew,Shaw,65.0,R,R,71,182,180,83,1991-07-20,Belleville,CAN,ON,forwards,20122013,CHI
8474727,https://assets.nhle.com/mugs/nhl/20122013/CHI/8474727.png,Ben,Smith,28.0,R,R,71,203,180,92,1988-07-11,Winston-Salem,USA,NC,forwards,20122013,CHI
8473537,https://assets.nhle.com/mugs/nhl/20122013/CHI/8473537.png,Viktor,Stalberg,25.0,R,L,75,209,191,95,1986-01-17,Gothenburg,SWE,,forwards,20122013,CHI
8473604,https://assets.nhle.com/mugs/nhl/20122013/CHI/8473604.png,Jonathan,Toews,19.0,C,L,74,201,188,91,1988-04-29,Winnipeg,CAN,MB,forwards,20122013,CHI
8469992,https://assets.nhle.com/mugs/nhl/20122013/CHI/8469992.png,Sheldon,Brookbank,17.0,D,R,73,202,185,92,1980-10-03,Lanigan,CAN,SK,defensemen,20122013,CHI
8471769,https://assets.nhle.com/mugs/nhl/20122013/CHI/8471769.png,Niklas,Hjalmarsson,4.0,D,L,75,197,191,89,1987-06-06,Eksjo,SWE,,defensemen,20122013,CHI
8470281,https://assets.nhle.com/mugs/nhl/20122013/CHI/8470281.png,Duncan,Keith,2.0,D,L,73,192,185,87,1983-07-16,Winnipeg,CAN,MB,defensemen,20122013,CHI
8474629,https://assets.nhle.com/mugs/nhl/20122013/CHI/8474629.png,Shawn,Lalonde,42.0,D,R,73,204,185,93,1990-03-10,Ottawa,CAN,ON,defensemen,20122013,CHI
8475181,https://assets.nhle.com/mugs/nhl/20122013/CHI/8475181.png,Nick,Leddy,8.0,D,L,72,205,183,93,1991-03-20,Eden Prairie,USA,MN,defensemen,20122013,CHI
8469665,https://assets.nhle.com/mugs/nhl/20122013/CHI/8469665.png,Johnny,Oduya,27.0,D,L,72,191,183,87,1981-10-01,Stockholm,SWE,,defensemen,20122013,CHI
8465058,https://assets.nhle.com/mugs/nhl/20122013/CHI/8465058.png,Michal,Rozsival,32.0,D,R,73,210,185,95,1978-09-03,Vlasim,CZE,,defensemen,20122013,CHI
8470607,https://assets.nhle.com/mugs/nhl/20122013/CHI/8470607.png,Brent,Seabrook,7.0,D,R,75,220,191,100,1985-04-20,Richmond,CAN,BC,defensemen,20122013,CHI
8475598,https://assets.nhle.com/mugs/nhl/20122013/CHI/8475598.png,Ryan,Stanton,55.0,D,L,74,205,188,93,1989-07-20,St. Albert,CAN,AB,defensemen,20122013,CHI
8470645,https://assets.nhle.com/mugs/nhl/20122013/CHI/8470645.png,Corey,Crawford,50.0,G,L,74,216,188,98,1984-12-31,Montréal,CAN,QC,goalies,20122013,CHI
8469548,https://assets.nhle.com/mugs/nhl/20122013/CHI/8469548.png,Ray,Emery,30.0,G,L,74,196,188,89,1982-09-28,Hamilton,CAN,ON,goalies,20122013,CHI
8475622,https://assets.nhle.com/mugs/nhl/20122013/CHI/8475622.png,Carter,Hutton,33.0,G,L,72,211,183,96,1985-12-19,Thunder Bay,CAN,ON,goalies,20122013,CHI
8471326,https://assets.nhle.com/mugs/nhl/20122013/COL/8471326.png,Patrick,Bordeleau,58.0,L,L,78,225,198,102,1986-03-23,Montréal,CAN,QC,forwards,20122013,COL
8471703,https://assets.nhle.com/mugs/nhl/20122013/COL/8471703.png,Steve,Downie,17.0,R,R,71,191,180,87,1987-04-03,Newmarket,CAN,ON,forwards,20122013,COL
8475168,https://assets.nhle.com/mugs/nhl/20122013/COL/8475168.png,Matt,Duchene,9.0,C,L,71,195,180,88,1991-01-16,Haliburton,CAN,ON,forwards,20122013,COL
8460577,https://assets.nhle.com/mugs/nhl/20122013/COL/8460577.png,Milan,Hejduk,23.0,R,R,72,190,183,86,1976-02-14,Usti,CZE,,forwards,20122013,COL
8470877,https://assets.nhle.com/mugs/nhl/20122013/COL/8470877.png,David,Jones,54.0,R,R,75,208,191,94,1984-08-10,Guelph,CAN,ON,forwards,20122013,COL
8469467,https://assets.nhle.com/mugs/nhl/20122013/COL/8469467.png,Chuck,Kobasew,12.0,R,R,72,192,183,87,1982-04-17,Vancouver,CAN,BC,forwards,20122013,COL
8476455,https://assets.nhle.com/mugs/nhl/20122013/COL/8476455.png,Gabriel,Landeskog,92.0,L,L,73,215,185,98,1992-11-23,Stockholm,SWE,,forwards,20122013,COL
8474089,https://assets.nhle.com/mugs/nhl/20122013/COL/8474089.png,Brad,Malone,42.0,C,L,74,217,188,98,1989-05-20,Miramichi,CAN,NB,forwards,20122013,COL
8473465,https://assets.nhle.com/mugs/nhl/20122013/COL/8473465.png,Jamie,McGinn,11.0,L,L,73,205,185,93,1988-08-05,Fergus,CAN,ON,forwards,20122013,COL
8471657,https://assets.nhle.com/mugs/nhl/20122013/COL/8471657.png,Cody,McLeod,55.0,L,L,74,204,188,93,1984-06-26,Binscarth,CAN,MB,forwards,20122013,COL
8470750,https://assets.nhle.com/mugs/nhl/20122013/COL/8470750.png,John,Mitchell,7.0,C,L,73,204,185,93,1985-01-22,Oakville,CAN,ON,forwards,20122013,COL
8475158,https://assets.nhle.com/mugs/nhl/20122013/COL/8475158.png,Ryan,O'Reilly,90.0,C,L,73,207,185,94,1991-02-07,Clinton,CAN,ON,forwards,20122013,COL
8474705,https://assets.nhle.com/mugs/nhl/20122013/COL/8474705.png,Mark,Olver,10.0,C,L,70,170,178,77,1988-01-01,Burnaby,CAN,BC,forwards,20122013,COL
8474030,https://assets.nhle.com/mugs/nhl/20122013/COL/8474030.png,Aaron,Palushaj,17.0,R,R,72,187,183,85,1989-09-07,Livonia,USA,MI,forwards,20122013,COL
8469707,https://assets.nhle.com/mugs/nhl/20122013/COL/8469707.png,PA,Parenteau,15.0,R,R,72,200,183,91,1983-03-24,Hull,CAN,QC,forwards,20122013,COL
8475958,https://assets.nhle.com/mugs/nhl/20122013/COL/8475958.png,Michael,Sgarbossa,43.0,C,L,72,179,183,81,1992-07-25,Campbellville,CAN,ON,forwards,20122013,COL
8471669,https://assets.nhle.com/mugs/nhl/20122013/COL/8471669.png,Paul,Stastny,26.0,C,L,72,193,183,88,1985-12-27,Quebec City,CAN,QC,forwards,20122013,COL
8470189,https://assets.nhle.com/mugs/nhl/20122013/COL/8470189.png,David,Van Der Gulik,14.0,L,L,70,173,178,78,1983-04-20,Abbotsford,CAN,BC,forwards,20122013,COL
8475266,https://assets.nhle.com/mugs/nhl/20122013/COL/8475266.png,Tomas,Vincour,81.0,C,R,74,204,188,93,1990-11-19,Brno,CZE,,forwards,20122013,COL
8475197,https://assets.nhle.com/mugs/nhl/20122013/COL/8475197.png,Tyson,Barrie,4.0,D,R,71,197,180,89,1991-07-26,Victoria,CAN,BC,defensemen,20122013,COL
8475206,https://assets.nhle.com/mugs/nhl/20122013/COL/8475206.png,Stefan,Elliott,46.0,D,R,73,190,185,86,1991-01-30,Vancouver,CAN,BC,defensemen,20122013,COL
8470699,https://assets.nhle.com/mugs/nhl/20122013/COL/8470699.png,Jan,Hejda,8.0,D,L,76,230,193,104,1978-06-18,Prague,CZE,,defensemen,20122013,COL
8471436,https://assets.nhle.com/mugs/nhl/20122013/COL/8471436.png,Matt,Hunwick,22.0,D,L,71,194,180,88,1985-05-21,Warren,USA,MI,defensemen,20122013,COL
8473446,https://assets.nhle.com/mugs/nhl/20122013/COL/8473446.png,Erik,Johnson,6.0,D,R,76,225,193,102,1988-03-21,Bloomington,USA,MN,defensemen,20122013,COL
8470839,https://assets.nhle.com/mugs/nhl/20122013/COL/8470839.png,Shane,O'Brien,5.0,D,L,75,230,191,104,1983-08-09,Port Hope,CAN,ON,defensemen,20122013,COL
8470672,https://assets.nhle.com/mugs/nhl/20122013/COL/8470672.png,Ryan,O'Byrne,3.0,D,R,77,234,196,106,1984-07-19,Victoria,CAN,BC,defensemen,20122013,COL
8473700,https://assets.nhle.com/mugs/nhl/20122013/COL/8473700.png,Ryan,Wilson,44.0,D,L,73,210,185,95,1987-02-03,Windsor,CAN,ON,defensemen,20122013,COL
8468636,https://assets.nhle.com/mugs/nhl/20122013/COL/8468636.png,Greg,Zanon,4.0,D,L,71,201,180,91,1980-06-05,Burnaby,CAN,BC,defensemen,20122013,COL
8475824,https://assets.nhle.com/mugs/nhl/20122013/COL/8475824.png,Sami,Aittokallio,74.0,G,L,73,185,185,84,1992-08-06,Tampere,FIN,,goalies,20122013,COL
8462044,https://assets.nhle.com/mugs/nhl/20122013/COL/8462044.png,Jean-Sebastien,Giguere,35.0,G,L,73,202,185,92,1977-05-16,Montréal,CAN,QC,goalies,20122013,COL
8473575,https://assets.nhle.com/mugs/nhl/20122013/COL/8473575.png,Semyon,Varlamov,1.0,G,L,74,206,188,93,1988-04-27,Samara,RUS,,goalies,20122013,COL
8473573,https://assets.nhle.com/mugs/nhl/20122013/CBJ/8473573.png,Artem,Anisimov,42.0,C,L,76,199,193,90,1988-05-24,Yaroslavl,RUS,,forwards,20122013,CBJ
8474715,https://assets.nhle.com/mugs/nhl/20122013/CBJ/8474715.png,Cam,Atkinson,13.0,R,R,68,176,173,80,1989-06-05,Riverside,USA,CT,forwards,20122013,CBJ
8471766,https://assets.nhle.com/mugs/nhl/20122013/CBJ/8471766.png,Jared,Boll,40.0,R,R,75,206,191,93,1986-05-13,Charlotte,USA,NC,forwards,20122013,CBJ
8473544,https://assets.nhle.com/mugs/nhl/20122013/CBJ/8473544.png,Derick,Brassard,16.0,C,L,73,200,185,91,1987-09-22,Hull,CAN,QC,forwards,20122013,CBJ
8474685,https://assets.nhle.com/mugs/nhl/20122013/CBJ/8474685.png,Matt,Calvert,11.0,L,L,71,186,180,84,1989-12-24,Brandon,CAN,MB,forwards,20122013,CBJ
8474744,https://assets.nhle.com/mugs/nhl/20122013/CBJ/8474744.png,Sean,Collins,37.0,C,L,73,198,185,90,1988-12-29,Saskatoon,CAN,SK,forwards,20122013,CBJ
8471260,https://assets.nhle.com/mugs/nhl/20122013/CBJ/8471260.png,Blake,Comeau,14.0,L,R,73,200,185,91,1986-02-18,Meadow Lake,CAN,SK,forwards,20122013,CBJ
8473432,https://assets.nhle.com/mugs/nhl/20122013/CBJ/8473432.png,Derek,Dorsett,15.0,R,R,72,192,183,87,1986-12-20,Kindersley,CAN,SK,forwards,20122013,CBJ
8471832,https://assets.nhle.com/mugs/nhl/20122013/CBJ/8471832.png,Nick,Drazenovic,34.0,C,L,72,192,183,87,1987-01-14,Prince George,CAN,BC,forwards,20122013,CBJ
8471273,https://assets.nhle.com/mugs/nhl/20122013/CBJ/8471273.png,Brandon,Dubinsky,17.0,C,L,74,208,188,94,1986-04-29,Anchorage,USA,AK,forwards,20122013,CBJ
8473422,https://assets.nhle.com/mugs/nhl/20122013/CBJ/8473422.png,Nick,Foligno,71.0,L,L,72,210,183,95,1987-10-31,Buffalo,USA,NY,forwards,20122013,CBJ
8468483,https://assets.nhle.com/mugs/nhl/20122013/CBJ/8468483.png,Marian,Gaborik,10.0,R,L,73,200,185,91,1982-02-14,Trencin,SVK,,forwards,20122013,CBJ
8474121,https://assets.nhle.com/mugs/nhl/20122013/CBJ/8474121.png,Colton,Gillies,9.0,C,L,76,208,193,94,1989-02-12,White Rock,CAN,BC,forwards,20122013,CBJ
8475793,https://assets.nhle.com/mugs/nhl/20122013/CBJ/8475793.png,Ryan,Johansen,19.0,C,R,75,218,191,99,1992-07-31,Vancouver,CAN,BC,forwards,20122013,CBJ
8473914,https://assets.nhle.com/mugs/nhl/20122013/CBJ/8473914.png,Mark,Letestu,55.0,C,R,70,195,178,88,1985-02-04,Elk Point,CAN,AB,forwards,20122013,CBJ
8468001,https://assets.nhle.com/mugs/nhl/20122013/CBJ/8468001.png,Derek,MacKenzie,24.0,C,L,71,177,180,80,1981-06-11,Sudbury,CAN,ON,forwards,20122013,CBJ
8476539,https://assets.nhle.com/mugs/nhl/20122013/CBJ/8476539.png,Jonathan,Marchessault,36.0,C,R,69,183,175,83,1990-12-27,Cap-Rouge,CAN,QC,forwards,20122013,CBJ
8459492,https://assets.nhle.com/mugs/nhl/20122013/CBJ/8459492.png,Vinny,Prospal,22.0,L,L,74,191,188,87,1975-02-17,České Budějovice,CZE,,forwards,20122013,CBJ
8469469,https://assets.nhle.com/mugs/nhl/20122013/CBJ/8469469.png,R.J.,Umberger,18.0,L,L,74,214,188,97,1982-05-03,Pittsburgh,USA,PA,forwards,20122013,CBJ
8459053,https://assets.nhle.com/mugs/nhl/20122013/CBJ/8459053.png,Adrian,Aucoin,33.0,D,R,74,215,188,98,1973-07-03,Ottawa,CAN,ON,defensemen,20122013,CBJ
8475148,https://assets.nhle.com/mugs/nhl/20122013/CBJ/8475148.png,Tim,Erixon,20.0,D,L,74,200,188,91,1991-02-24,Port Chester,USA,NY,defensemen,20122013,CBJ
8474597,https://assets.nhle.com/mugs/nhl/20122013/CBJ/8474597.png,Cody,Goloubef,29.0,D,R,73,190,185,86,1989-11-30,Mississauga,CAN,ON,defensemen,20122013,CBJ
8474207,https://assets.nhle.com/mugs/nhl/20122013/CBJ/8474207.png,Nick,Holden,29.0,D,L,76,210,193,95,1987-05-15,St. Albert,CAN,AB,defensemen,20122013,CBJ
8471677,https://assets.nhle.com/mugs/nhl/20122013/CBJ/8471677.png,Jack,Johnson,7.0,D,L,73,227,185,103,1987-01-13,Indianapolis,USA,IN,defensemen,20122013,CBJ
8475186,https://assets.nhle.com/mugs/nhl/20122013/CBJ/8475186.png,John,Moore,4.0,D,L,75,207,191,94,1990-11-19,Winnetka,USA,IL,defensemen,20122013,CBJ
8471348,https://assets.nhle.com/mugs/nhl/20122013/CBJ/8471348.png,Nikita,Nikitin,6.0,D,L,76,217,193,98,1986-06-16,Omsk,RUS,,defensemen,20122013,CBJ
8474774,https://assets.nhle.com/mugs/nhl/20122013/CBJ/8474774.png,Dalton,Prout,47.0,D,R,75,215,191,98,1990-03-13,Kingsville,CAN,ON,defensemen,20122013,CBJ
8475233,https://assets.nhle.com/mugs/nhl/20122013/CBJ/8475233.png,David,Savard,58.0,D,R,73,235,185,107,1990-10-22,St-Hyacinthe,CAN,QC,defensemen,20122013,CBJ
8469492,https://assets.nhle.com/mugs/nhl/20122013/CBJ/8469492.png,Fedor,Tyutin,51.0,D,L,74,221,188,100,1983-07-19,Izhevsk,RUS,,defensemen,20122013,CBJ
8470222,https://assets.nhle.com/mugs/nhl/20122013/CBJ/8470222.png,James,Wisniewski,21.0,D,R,71,203,180,92,1984-02-21,Canton,USA,MI,defensemen,20122013,CBJ
8475683,https://assets.nhle.com/mugs/nhl/20122013/CBJ/8475683.png,Sergei,Bobrovsky,72.0,G,L,74,182,188,83,1988-09-20,Novokuznetsk,RUS,,goalies,20122013,CBJ
8473461,https://assets.nhle.com/mugs/nhl/20122013/CBJ/8473461.png,Steve,Mason,1.0,G,R,76,210,193,95,1988-05-29,Oakville,CAN,ON,goalies,20122013,CBJ
8473994,https://assets.nhle.com/mugs/nhl/20122013/DAL/8473994.png,Jamie,Benn,14.0,L,L,74,205,188,93,1989-07-18,Victoria,CAN,BC,forwards,20122013,DAL
8475163,https://assets.nhle.com/mugs/nhl/20122013/DAL/8475163.png,Alex,Chiasson,12.0,R,R,76,208,193,94,1990-10-01,Montréal,CAN,QC,forwards,20122013,DAL
8467396,https://assets.nhle.com/mugs/nhl/20122013/DAL/8467396.png,Erik,Cole,72.0,L,L,74,205,188,93,1978-11-06,Oswego,USA,NY,forwards,20122013,DAL
8475236,https://assets.nhle.com/mugs/nhl/20122013/DAL/8475236.png,Cody,Eakin,20.0,C,L,72,196,183,89,1991-05-24,Winnipeg,CAN,MB,forwards,20122013,DAL
8470626,https://assets.nhle.com/mugs/nhl/20122013/DAL/8470626.png,Loui,Eriksson,21.0,L,L,74,179,188,81,1985-07-17,Gothenburg,SWE,,forwards,20122013,DAL
8469759,https://assets.nhle.com/mugs/nhl/20122013/DAL/8469759.png,Vernon,Fiddler,38.0,C,L,71,205,180,93,1980-05-09,Edmonton,CAN,AB,forwards,20122013,DAL
8475671,https://assets.nhle.com/mugs/nhl/20122013/DAL/8475671.png,Matt,Fraser,25.0,R,L,75,206,191,93,1990-05-20,Red Deer,CAN,AB,forwards,20122013,DAL
8476116,https://assets.nhle.com/mugs/nhl/20122013/DAL/8476116.png,Ryan,Garbutt,16.0,L,L,72,195,183,88,1985-08-12,Edmonton,CAN,AB,forwards,20122013,DAL
8448208,https://assets.nhle.com/mugs/nhl/20122013/DAL/8448208.png,Jaromir,Jagr,68.0,R,L,75,230,191,104,1972-02-15,Kladno,CZE,,forwards,20122013,DAL
8475283,https://assets.nhle.com/mugs/nhl/20122013/DAL/8475283.png,Lane,MacDermid,28.0,L,L,75,215,191,98,1989-08-25,Hartford,USA,CT,forwards,20122013,DAL
8466160,https://assets.nhle.com/mugs/nhl/20122013/DAL/8466160.png,Brenden,Morrow,10.0,L,L,71,212,180,96,1979-01-16,Carlyle,CAN,SK,forwards,20122013,DAL
8470180,https://assets.nhle.com/mugs/nhl/20122013/DAL/8470180.png,Eric,Nystrom,24.0,L,L,73,200,185,91,1983-02-14,Syosset,USA,NY,forwards,20122013,DAL
8467543,https://assets.nhle.com/mugs/nhl/20122013/DAL/8467543.png,Toby,Petersen,34.0,C,L,70,195,178,88,1978-10-27,Minneapolis,USA,MN,forwards,20122013,DAL
8474849,https://assets.nhle.com/mugs/nhl/20122013/DAL/8474849.png,Antoine,Roussel,21.0,L,L,71,200,180,91,1989-11-21,Roubaix,FRA,,forwards,20122013,DAL
8469485,https://assets.nhle.com/mugs/nhl/20122013/DAL/8469485.png,Derek,Roy,11.0,C,L,69,184,175,83,1983-05-04,Ottawa,CAN,ON,forwards,20122013,DAL
8467545,https://assets.nhle.com/mugs/nhl/20122013/DAL/8467545.png,Michael,Ryder,73.0,R,R,73,200,185,91,1980-03-31,Bonavista,CAN,NL,forwards,20122013,DAL
8474098,https://assets.nhle.com/mugs/nhl/20122013/DAL/8474098.png,Colton,Sceviour,22.0,C,R,72,190,183,86,1989-04-20,Red Deer,CAN,AB,forwards,20122013,DAL
8475191,https://assets.nhle.com/mugs/nhl/20122013/DAL/8475191.png,Reilly,Smith,18.0,R,L,73,185,185,84,1991-04-01,Mimico,CAN,ON,forwards,20122013,DAL
8475266,https://assets.nhle.com/mugs/nhl/20122013/DAL/8475266.png,Tomas,Vincour,81.0,C,R,74,204,188,93,1990-11-19,Brno,CZE,,forwards,20122013,DAL
8471807,https://assets.nhle.com/mugs/nhl/20122013/DAL/8471807.png,Tom,Wandell,23.0,C,L,73,200,185,91,1987-01-29,Sodertalje,SWE,,forwards,20122013,DAL
8470777,https://assets.nhle.com/mugs/nhl/20122013/DAL/8470777.png,Francis,Wathier,48.0,L,L,76,210,193,95,1984-12-07,St. Isidore,CAN,ON,forwards,20122013,DAL
8458537,https://assets.nhle.com/mugs/nhl/20122013/DAL/8458537.png,Ray,Whitney,13.0,L,R,70,180,178,82,1972-05-08,Fort Saskatchewan,CAN,AB,forwards,20122013,DAL
8474818,https://assets.nhle.com/mugs/nhl/20122013/DAL/8474818.png,Jordie,Benn,24.0,D,L,74,201,188,91,1987-07-26,Victoria,CAN,BC,defensemen,20122013,DAL
8470110,https://assets.nhle.com/mugs/nhl/20122013/DAL/8470110.png,Trevor,Daley,6.0,D,L,71,199,180,90,1983-10-09,Toronto,CAN,ON,defensemen,20122013,DAL
8475455,https://assets.nhle.com/mugs/nhl/20122013/DAL/8475455.png,Brenden,Dillon,4.0,D,L,76,224,193,102,1990-11-13,New Westminster,CAN,BC,defensemen,20122013,DAL
8471274,https://assets.nhle.com/mugs/nhl/20122013/DAL/8471274.png,Alex,Goligoski,33.0,D,L,71,173,180,78,1985-07-30,Grand Rapids,USA,MN,defensemen,20122013,DAL
8474707,https://assets.nhle.com/mugs/nhl/20122013/DAL/8474707.png,Philip,Larsen,36.0,D,R,73,185,185,84,1989-12-07,Esbjerg,DNK,,defensemen,20122013,DAL
8476467,https://assets.nhle.com/mugs/nhl/20122013/DAL/8476467.png,Jamie,Oleksiak,2.0,D,L,79,257,201,117,1992-12-21,Toronto,CAN,ON,defensemen,20122013,DAL
8462196,https://assets.nhle.com/mugs/nhl/20122013/DAL/8462196.png,Stephane,Robidas,3.0,D,R,71,190,180,86,1977-03-03,Sherbrooke,CAN,QC,defensemen,20122013,DAL
8470310,https://assets.nhle.com/mugs/nhl/20122013/DAL/8470310.png,Aaron,Rome,27.0,D,L,73,220,185,100,1983-09-27,Nesbitt,CAN,MB,defensemen,20122013,DAL
8473614,https://assets.nhle.com/mugs/nhl/20122013/DAL/8473614.png,Richard,Bachman,31.0,G,L,70,183,178,83,1987-07-25,Salt Lake City,USA,UT,goalies,20122013,DAL
8470140,https://assets.nhle.com/mugs/nhl/20122013/DAL/8470140.png,Kari,Lehtonen,32.0,G,L,76,209,193,95,1983-11-16,Helsinki,FIN,,goalies,20122013,DAL
8476846,https://assets.nhle.com/mugs/nhl/20122013/DAL/8476846.png,Cristopher,Nilstorp,41.0,G,R,75,190,191,86,1984-02-16,Malmo,SWE,,goalies,20122013,DAL
