id,headshot,firstName,lastName,sweaterNumber,positionCode,shootsCatches,heightInInches,weightInPounds,heightInCentimeters,weightInKilograms,birthDate,birthCity,birthCountry,birthStateProvince,positionType,season,team
8470283,https://assets.nhle.com/mugs/nhl/20112012/CAR/8470283.png,Tim,Brent,37,C,R,72,188,183,85,1984-03-10,Cambridge,CAN,ON,forwards,20112012,CAR
8474610,https://assets.nhle.com/mugs/nhl/20112012/CAR/8474610.png,Zac,Dalpe,22,R,R,74,197,188,89,1989-11-01,Paris,CAN,ON,forwards,20112012,CAR
8470302,https://assets.nhle.com/mugs/nhl/20112012/CAR/8470302.png,Patrick,Dwyer,39,R,R,71,175,180,79,1983-06-22,Spokane,USA,WA,forwards,20112012,CAR
8469638,https://assets.nhle.com/mugs/nhl/20112012/CAR/8469638.png,Jussi,Jokinen,36,L,L,72,191,183,87,1983-04-01,Kalajoki,FIN,,forwards,20112012,CAR
8469812,https://assets.nhle.com/mugs/nhl/20112012/CAR/8469812.png,Chad,LaRose,59,R,R,70,181,178,82,1982-03-27,Fraser,USA,MI,forwards,20112012,CAR
8474062,https://assets.nhle.com/mugs/nhl/20112012/CAR/8474062.png,Riley,Nash,20,C,R,74,188,188,85,1989-05-09,Consort,CAN,AB,forwards,20112012,CAR
8473568,https://assets.nhle.com/mugs/nhl/20112012/CAR/8473568.png,Andreas,Nodl,14,R,L,73,196,185,89,1987-02-28,Vienna,AUT,,forwards,20112012,CAR
8467412,https://assets.nhle.com/mugs/nhl/20112012/CAR/8467412.png,Alexei,Ponikarovsky,23,L,L,76,225,193,102,1980-04-09,Kiev,UKR,,forwards,20112012,CAR
8469462,https://assets.nhle.com/mugs/nhl/20112012/CAR/8469462.png,Tuomo,Ruutu,15,R,L,72,200,183,91,1983-02-16,Vantaa,FIN,,forwards,20112012,CAR
8474220,https://assets.nhle.com/mugs/nhl/20112012/CAR/8474220.png,Jerome,Samson,71,R,R,72,195,183,88,1987-09-04,Greenfield Park,CAN,QC,forwards,20112012,CAR
8475784,https://assets.nhle.com/mugs/nhl/20112012/CAR/8475784.png,Jeff,Skinner,53,L,L,71,197,180,89,1992-05-16,Toronto,CAN,ON,forwards,20112012,CAR
8470595,https://assets.nhle.com/mugs/nhl/20112012/CAR/8470595.png,Eric,Staal,12,C,L,76,195,193,88,1984-10-29,Thunder Bay,CAN,ON,forwards,20112012,CAR
8470618,https://assets.nhle.com/mugs/nhl/20112012/CAR/8470618.png,Anthony,Stewart,13,R,R,75,230,191,104,1985-01-05,LaSalle,CAN,QC,forwards,20112012,CAR
8474091,https://assets.nhle.com/mugs/nhl/20112012/CAR/8474091.png,Brandon,Sutter,16,C,R,75,190,191,86,1989-02-14,Huntington,USA,NY,forwards,20112012,CAR
8471840,https://assets.nhle.com/mugs/nhl/20112012/CAR/8471840.png,Brett,Sutter,42,C,L,72,200,183,91,1987-06-02,Viking,CAN,AB,forwards,20112012,CAR
8473482,https://assets.nhle.com/mugs/nhl/20112012/CAR/8473482.png,Jiri,Tlusty,19,L,L,72,205,183,93,1988-03-16,Slany,CZE,,forwards,20112012,CAR
8476819,https://assets.nhle.com/mugs/nhl/20112012/CAR/8476819.png,Jeremy,Welsh,23,C,L,75,210,191,95,1988-04-30,Bayfield,CAN,ON,forwards,20112012,CAR
8467332,https://assets.nhle.com/mugs/nhl/20112012/CAR/8467332.png,Bryan,Allen,5,D,L,77,223,196,101,1980-08-21,Kingston,CAN,ON,defensemen,20112012,CAR
8475753,https://assets.nhle.com/mugs/nhl/20112012/CAR/8475753.png,Justin,Faulk,27,D,R,72,214,183,97,1992-03-20,South St. Paul,USA,MN,defensemen,20112012,CAR
8469476,https://assets.nhle.com/mugs/nhl/20112012/CAR/8469476.png,Tim,Gleason,6,D,L,72,217,183,98,1983-01-29,Clawson,USA,MI,defensemen,20112012,CAR
8469531,https://assets.nhle.com/mugs/nhl/20112012/CAR/8469531.png,Jay,Harrison,44,D,L,76,222,193,101,1982-11-03,Oshawa,CAN,ON,defensemen,20112012,CAR
8471810,https://assets.nhle.com/mugs/nhl/20112012/CAR/8471810.png,Derek,Joslin,27,D,L,73,210,185,95,1987-03-17,Richmond Hill,CAN,ON,defensemen,20112012,CAR
8465200,https://assets.nhle.com/mugs/nhl/20112012/CAR/8465200.png,Tomas,Kaberle,51,D,L,73,212,185,96,1978-03-02,Rakovnik,CZE,,defensemen,20112012,CAR
8473571,https://assets.nhle.com/mugs/nhl/20112012/CAR/8473571.png,Jamie,McBain,4,D,R,73,195,185,88,1988-02-25,Edina,USA,MN,defensemen,20112012,CAR
8470137,https://assets.nhle.com/mugs/nhl/20112012/CAR/8470137.png,Joni,Pitkanen,25,D,L,75,220,191,100,1983-09-19,Oulu,FIN,,defensemen,20112012,CAR
8473610,https://assets.nhle.com/mugs/nhl/20112012/CAR/8473610.png,Bobby,Sanguinetti,24,D,R,75,188,191,85,1988-02-29,Trenton,USA,NJ,defensemen,20112012,CAR
8467439,https://assets.nhle.com/mugs/nhl/20112012/CAR/8467439.png,Jaroslav,Spacek,8,D,L,72,210,183,95,1974-02-11,Rokycany,CZE,,defensemen,20112012,CAR
8462052,https://assets.nhle.com/mugs/nhl/20112012/CAR/8462052.png,Brian,Boucher,33,G,L,74,200,188,91,1977-01-02,Woonsocket,USA,RI,goalies,20112012,CAR
8474729,https://assets.nhle.com/mugs/nhl/20112012/CAR/8474729.png,Mike,Murphy,70,G,L,71,172,180,78,1989-01-15,Kingston,CAN,ON,goalies,20112012,CAR
8471251,https://assets.nhle.com/mugs/nhl/20112012/CAR/8471251.png,Justin,Peters,35,G,L,73,210,185,95,1986-08-30,Blyth,CAN,ON,goalies,20112012,CAR
8470320,https://assets.nhle.com/mugs/nhl/20112012/CAR/8470320.png,Cam,Ward,30,G,L,73,194,185,88,1984-02-29,Saskatoon,CAN,SK,goalies,20112012,CAR
8471254,https://assets.nhle.com/mugs/nhl/20112012/CHI/8471254.png,Bryan,Bickell,29,L,L,76,223,193,101,1986-03-09,Bowmanville,CAN,ON,forwards,20112012,CHI
8471245,https://assets.nhle.com/mugs/nhl/20112012/CHI/8471245.png,Dave,Bolland,36,C,R,72,184,183,83,1986-06-05,Mimico,CAN,ON,forwards,20112012,CHI
8475650,https://assets.nhle.com/mugs/nhl/20112012/CHI/8475650.png,Brandon,Bollig,52,L,L,74,220,188,100,1987-01-31,St. Charles,USA,MO,forwards,20112012,CHI
8459596,https://assets.nhle.com/mugs/nhl/20112012/CHI/8459596.png,Andrew,Brunette,15,L,L,73,215,185,98,1973-08-24,Sudbury,CAN,ON,forwards,20112012,CHI
8470666,https://assets.nhle.com/mugs/nhl/20112012/CHI/8470666.png,Daniel,Carcillo,13,L,L,72,200,183,91,1985-01-28,King City,CAN,ON,forwards,20112012,CHI
8473564,https://assets.nhle.com/mugs/nhl/20112012/CHI/8473564.png,Michael,Frolik,67,R,L,73,186,185,84,1988-02-17,Kladno,CZE,,forwards,20112012,CHI
8474625,https://assets.nhle.com/mugs/nhl/20112012/CHI/8474625.png,Jimmy,Hayes,22,R,R,77,215,196,98,1989-11-21,Dorchester,USA,MA,forwards,20112012,CHI
8466148,https://assets.nhle.com/mugs/nhl/20112012/CHI/8466148.png,Marian,Hossa,81,R,L,73,207,185,94,1979-01-12,Stará Lubovna,SVK,,forwards,20112012,CHI
8474141,https://assets.nhle.com/mugs/nhl/20112012/CHI/8474141.png,Patrick,Kane,88,R,L,70,177,178,80,1988-11-19,Buffalo,USA,NY,forwards,20112012,CHI
8475323,https://assets.nhle.com/mugs/nhl/20112012/CHI/8475323.png,Marcus,Kruger,16,C,L,72,186,183,84,1990-05-27,Stockholm,SWE,,forwards,20112012,CHI
8459514,https://assets.nhle.com/mugs/nhl/20112012/CHI/8459514.png,Jamal,Mayers,22,R,R,73,222,185,101,1974-10-24,Toronto,CAN,ON,forwards,20112012,CHI
8475214,https://assets.nhle.com/mugs/nhl/20112012/CHI/8475214.png,Jeremy,Morin,27,R,R,73,195,185,88,1991-04-16,Auburn,USA,NY,forwards,20112012,CHI
8459461,https://assets.nhle.com/mugs/nhl/20112012/CHI/8459461.png,Brendan,Morrison,17,C,L,71,176,180,80,1975-08-15,Pitt Meadows,CAN,BC,forwards,20112012,CHI
8471220,https://assets.nhle.com/mugs/nhl/20112012/CHI/8471220.png,Rostislav,Olesz,85,L,L,74,215,188,98,1985-10-10,Bilovec,CZE,,forwards,20112012,CHI
8475204,https://assets.nhle.com/mugs/nhl/20112012/CHI/8475204.png,Brandon,Pirri,73,C,L,73,180,185,82,1991-04-10,Toronto,CAN,ON,forwards,20112012,CHI
8476438,https://assets.nhle.com/mugs/nhl/20112012/CHI/8476438.png,Brandon,Saad,20,L,L,73,215,185,98,1992-10-27,Pittsburgh,USA,PA,forwards,20112012,CHI
8469544,https://assets.nhle.com/mugs/nhl/20112012/CHI/8469544.png,Patrick,Sharp,10,L,R,73,200,185,91,1981-12-27,Winnipeg,CAN,MB,forwards,20112012,CHI
8476381,https://assets.nhle.com/mugs/nhl/20112012/CHI/8476381.png,Andrew,Shaw,65,R,R,71,182,180,83,1991-07-20,Belleville,CAN,ON,forwards,20112012,CHI
8474727,https://assets.nhle.com/mugs/nhl/20112012/CHI/8474727.png,Ben,Smith,28,R,R,71,203,180,92,1988-07-11,Winston-Salem,USA,NC,forwards,20112012,CHI
8473537,https://assets.nhle.com/mugs/nhl/20112012/CHI/8473537.png,Viktor,Stalberg,25,R,L,75,209,191,95,1986-01-17,Gothenburg,SWE,,forwards,20112012,CHI
8473604,https://assets.nhle.com/mugs/nhl/20112012/CHI/8473604.png,Jonathan,Toews,19,C,L,74,201,188,91,1988-04-29,Winnipeg,CAN,MB,forwards,20112012,CHI
8471769,https://assets.nhle.com/mugs/nhl/20112012/CHI/8471769.png,Niklas,Hjalmarsson,4,D,L,75,197,191,89,1987-06-06,Eksjo,SWE,,defensemen,20112012,CHI
8470281,https://assets.nhle.com/mugs/nhl/20112012/CHI/8470281.png,Duncan,Keith,2,D,L,73,192,185,87,1983-07-16,Winnipeg,CAN,MB,defensemen,20112012,CHI
8475181,https://assets.nhle.com/mugs/nhl/20112012/CHI/8475181.png,Nick,Leddy,8,D,L,72,205,183,93,1991-03-20,Eden Prairie,USA,MN,defensemen,20112012,CHI
8471279,https://assets.nhle.com/mugs/nhl/20112012/CHI/8471279.png,Sami,Lepisto,20,D,L,73,193,185,88,1984-10-17,Espoo,FIN,,defensemen,20112012,CHI
8468927,https://assets.nhle.com/mugs/nhl/20112012/CHI/8468927.png,Steve,Montador,5,D,R,72,210,183,95,1979-12-21,Vancouver,CAN,BC,defensemen,20112012,CHI
8458637,https://assets.nhle.com/mugs/nhl/20112012/CHI/8458637.png,Sean,O'Donnell,6,D,L,74,238,188,108,1971-10-13,Ottawa,CAN,ON,defensemen,20112012,CHI
8469665,https://assets.nhle.com/mugs/nhl/20112012/CHI/8469665.png,Johnny,Oduya,27,D,L,72,191,183,87,1981-10-01,Stockholm,SWE,,defensemen,20112012,CHI
8475153,https://assets.nhle.com/mugs/nhl/20112012/CHI/8475153.png,Dylan,Olsen,34,D,L,74,223,188,101,1991-01-03,Salt Lake City,USA,UT,defensemen,20112012,CHI
8473722,https://assets.nhle.com/mugs/nhl/20112012/CHI/8473722.png,John,Scott,32,D,L,80,260,203,118,1982-09-26,Edmonton,CAN,AB,defensemen,20112012,CHI
8470607,https://assets.nhle.com/mugs/nhl/20112012/CHI/8470607.png,Brent,Seabrook,7,D,R,75,220,191,100,1985-04-20,Richmond,CAN,BC,defensemen,20112012,CHI
8470645,https://assets.nhle.com/mugs/nhl/20112012/CHI/8470645.png,Corey,Crawford,50,G,L,74,216,188,98,1984-12-31,Montréal,CAN,QC,goalies,20112012,CHI
8469548,https://assets.nhle.com/mugs/nhl/20112012/CHI/8469548.png,Ray,Emery,30,G,L,74,196,188,89,1982-09-28,Hamilton,CAN,ON,goalies,20112012,CHI
8471730,https://assets.nhle.com/mugs/nhl/20112012/COL/8471730.png,Evan,Brophey,47,C,L,74,199,188,90,1986-12-03,Kitchener,CAN,ON,forwards,20112012,COL
8476225,https://assets.nhle.com/mugs/nhl/20112012/COL/8476225.png,Mike,Connolly,18,L,L,69,180,175,82,1989-07-03,Calgary,CAN,AB,forwards,20112012,COL
8471703,https://assets.nhle.com/mugs/nhl/20112012/COL/8471703.png,Steve,Downie,17,R,R,71,191,180,87,1987-04-03,Newmarket,CAN,ON,forwards,20112012,COL
8475168,https://assets.nhle.com/mugs/nhl/20112012/COL/8475168.png,Matt,Duchene,9,C,L,71,195,180,88,1991-01-16,Haliburton,CAN,ON,forwards,20112012,COL
8474001,https://assets.nhle.com/mugs/nhl/20112012/COL/8474001.png,TJ,Galiardi,39,L,L,74,185,188,84,1988-04-22,Calgary,CAN,AB,forwards,20112012,COL
8460577,https://assets.nhle.com/mugs/nhl/20112012/COL/8460577.png,Milan,Hejduk,23,R,R,72,190,183,86,1976-02-14,Usti,CZE,,forwards,20112012,COL
8470877,https://assets.nhle.com/mugs/nhl/20112012/COL/8470877.png,David,Jones,54,R,R,75,208,191,94,1984-08-10,Guelph,CAN,ON,forwards,20112012,COL
8469467,https://assets.nhle.com/mugs/nhl/20112012/COL/8469467.png,Chuck,Kobasew,12,R,R,72,192,183,87,1982-04-17,Vancouver,CAN,BC,forwards,20112012,COL
8476455,https://assets.nhle.com/mugs/nhl/20112012/COL/8476455.png,Gabriel,Landeskog,92,L,L,73,215,185,98,1992-11-23,Stockholm,SWE,,forwards,20112012,COL
8470152,https://assets.nhle.com/mugs/nhl/20112012/COL/8470152.png,Joakim,Lindstrom,28,C,L,72,187,183,85,1983-12-05,Skelleftea,SWE,,forwards,20112012,COL
8474089,https://assets.nhle.com/mugs/nhl/20112012/COL/8474089.png,Brad,Malone,42,C,L,74,217,188,98,1989-05-20,Miramichi,CAN,NB,forwards,20112012,COL
8469508,https://assets.nhle.com/mugs/nhl/20112012/COL/8469508.png,Jay,McClement,16,C,L,73,205,185,93,1983-03-02,Kingston,CAN,ON,forwards,20112012,COL
8473465,https://assets.nhle.com/mugs/nhl/20112012/COL/8473465.png,Jamie,McGinn,11,L,L,73,205,185,93,1988-08-05,Fergus,CAN,ON,forwards,20112012,COL
8471657,https://assets.nhle.com/mugs/nhl/20112012/COL/8471657.png,Cody,McLeod,55,L,L,74,204,188,93,1984-06-26,Binscarth,CAN,MB,forwards,20112012,COL
8473526,https://assets.nhle.com/mugs/nhl/20112012/COL/8473526.png,Peter,Mueller,88,C,R,74,204,188,93,1988-04-14,Bloomington,USA,MN,forwards,20112012,COL
8475158,https://assets.nhle.com/mugs/nhl/20112012/COL/8475158.png,Ryan,O'Reilly,90,C,L,73,207,185,94,1991-02-07,Clinton,CAN,ON,forwards,20112012,COL
8474705,https://assets.nhle.com/mugs/nhl/20112012/COL/8474705.png,Mark,Olver,10,C,L,70,170,178,77,1988-01-01,Burnaby,CAN,BC,forwards,20112012,COL
8471331,https://assets.nhle.com/mugs/nhl/20112012/COL/8471331.png,Kevin,Porter,12,C,L,72,190,183,86,1986-03-12,Detroit,USA,MI,forwards,20112012,COL
8471669,https://assets.nhle.com/mugs/nhl/20112012/COL/8471669.png,Paul,Stastny,26,C,L,72,193,183,88,1985-12-27,Quebec City,CAN,QC,forwards,20112012,COL
8470189,https://assets.nhle.com/mugs/nhl/20112012/COL/8470189.png,David,Van Der Gulik,14,L,L,70,173,178,78,1983-04-20,Abbotsford,CAN,BC,forwards,20112012,COL
8471476,https://assets.nhle.com/mugs/nhl/20112012/COL/8471476.png,Daniel,Winnik,34,L,L,74,210,188,95,1985-03-06,Toronto,CAN,ON,forwards,20112012,COL
8471450,https://assets.nhle.com/mugs/nhl/20112012/COL/8471450.png,Brandon,Yip,18,R,R,73,198,185,90,1985-04-25,Vancouver,CAN,BC,forwards,20112012,COL
8475197,https://assets.nhle.com/mugs/nhl/20112012/COL/8475197.png,Tyson,Barrie,4,D,R,71,197,180,89,1991-07-26,Victoria,CAN,BC,defensemen,20112012,COL
8475206,https://assets.nhle.com/mugs/nhl/20112012/COL/8475206.png,Stefan,Elliott,46,D,R,73,190,185,86,1991-01-30,Vancouver,CAN,BC,defensemen,20112012,COL
8470699,https://assets.nhle.com/mugs/nhl/20112012/COL/8470699.png,Jan,Hejda,8,D,L,76,230,193,104,1978-06-18,Prague,CZE,,defensemen,20112012,COL
8471436,https://assets.nhle.com/mugs/nhl/20112012/COL/8471436.png,Matt,Hunwick,22,D,L,71,194,180,88,1985-05-21,Warren,USA,MI,defensemen,20112012,COL
8473446,https://assets.nhle.com/mugs/nhl/20112012/COL/8473446.png,Erik,Johnson,6,D,R,76,225,193,102,1988-03-21,Bloomington,USA,MN,defensemen,20112012,COL
8470839,https://assets.nhle.com/mugs/nhl/20112012/COL/8470839.png,Shane,O'Brien,5,D,L,75,230,191,104,1983-08-09,Port Hope,CAN,ON,defensemen,20112012,COL
8470672,https://assets.nhle.com/mugs/nhl/20112012/COL/8470672.png,Ryan,O'Byrne,3,D,R,77,234,196,106,1984-07-19,Victoria,CAN,BC,defensemen,20112012,COL
8470724,https://assets.nhle.com/mugs/nhl/20112012/COL/8470724.png,Kyle,Quincey,27,D,L,74,210,188,95,1985-08-12,Kitchener,CAN,ON,defensemen,20112012,COL
8473700,https://assets.nhle.com/mugs/nhl/20112012/COL/8473700.png,Ryan,Wilson,44,D,L,73,210,185,95,1987-02-03,Windsor,CAN,ON,defensemen,20112012,COL
8462044,https://assets.nhle.com/mugs/nhl/20112012/COL/8462044.png,Jean-Sebastien,Giguere,35,G,L,73,202,185,92,1977-05-16,Montréal,CAN,QC,goalies,20112012,COL
8473575,https://assets.nhle.com/mugs/nhl/20112012/COL/8473575.png,Semyon,Varlamov,1,G,L,74,206,188,93,1988-04-27,Samara,RUS,,goalies,20112012,COL
8474715,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8474715.png,Cam,Atkinson,13,R,R,68,176,173,80,1989-06-05,Riverside,USA,CT,forwards,20112012,CBJ
8471760,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8471760.png,Cody,Bass,32,C,R,72,205,183,93,1987-01-07,Owen Sound,CAN,ON,forwards,20112012,CBJ
8471766,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8471766.png,Jared,Boll,40,R,R,75,206,191,93,1986-05-13,Charlotte,USA,NC,forwards,20112012,CBJ
8470986,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8470986.png,Darryl,Boyce,43,C,L,72,200,183,91,1984-07-07,Summerside,CAN,PE,forwards,20112012,CBJ
8473544,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8473544.png,Derick,Brassard,16,C,L,73,200,185,91,1987-09-22,Hull,CAN,QC,forwards,20112012,CBJ
8471261,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8471261.png,Dane,Byers,34,L,L,75,204,191,93,1986-02-21,Nipawin,CAN,SK,forwards,20112012,CBJ
8474685,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8474685.png,Matt,Calvert,11,L,L,71,186,180,84,1989-12-24,Brandon,CAN,MB,forwards,20112012,CBJ
8470604,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8470604.png,Jeff,Carter,7,C,R,75,219,191,99,1985-01-01,London,CAN,ON,forwards,20112012,CBJ
8473432,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8473432.png,Derek,Dorsett,15,R,R,72,192,183,87,1986-12-20,Kindersley,CAN,SK,forwards,20112012,CBJ
8474121,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8474121.png,Colton,Gillies,9,C,L,76,208,193,94,1989-02-12,White Rock,CAN,BC,forwards,20112012,CBJ
8468086,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8468086.png,Alexandre,Giroux,28,L,L,75,208,191,94,1981-06-16,Quebec City,CAN,QC,forwards,20112012,CBJ
8466181,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8466181.png,Kristian,Huselius,20,L,L,74,184,188,83,1978-11-10,Osterhaninge,SWE,,forwards,20112012,CBJ
8475793,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8475793.png,Ryan,Johansen,19,C,R,75,218,191,99,1992-07-31,Vancouver,CAN,BC,forwards,20112012,CBJ
8470838,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8470838.png,Andrew,Joudrey,29,C,L,70,185,178,84,1984-07-15,Halifax,CAN,NS,forwards,20112012,CBJ
8474693,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8474693.png,Tomas,Kubalik,33,R,R,74,212,188,96,1990-05-01,Plzen,CZE,,forwards,20112012,CBJ
8473914,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8473914.png,Mark,Letestu,55,C,R,70,195,178,88,1985-02-04,Elk Point,CAN,AB,forwards,20112012,CBJ
8468001,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8468001.png,Derek,MacKenzie,24,C,L,71,177,180,80,1981-06-11,Sudbury,CAN,ON,forwards,20112012,CBJ
8474195,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8474195.png,Maksim,Mayorov,8,L,L,74,198,188,90,1989-03-26,Leninogorsk,RUS,,forwards,20112012,CBJ
8470041,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8470041.png,Rick,Nash,61,R,L,76,211,193,96,1984-06-16,Brampton,CAN,ON,forwards,20112012,CBJ
8465192,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8465192.png,Samuel,Pahlsson,26,C,L,72,202,183,92,1977-12-17,Ange,SWE,,forwards,20112012,CBJ
8459492,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8459492.png,Vinny,Prospal,22,L,L,74,191,188,87,1975-02-17,České Budějovice,CZE,,forwards,20112012,CBJ
8471868,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8471868.png,Ryan,Russell,25,L,L,70,178,178,81,1987-05-02,Caroline,CAN,AB,forwards,20112012,CBJ
8469469,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8469469.png,R.J.,Umberger,18,L,L,74,214,188,97,1982-05-03,Pittsburgh,USA,PA,forwards,20112012,CBJ
8468535,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8468535.png,Antoine,Vermette,50,C,L,73,197,185,89,1982-07-20,St. Agapit,CAN,QC,forwards,20112012,CBJ
8471482,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8471482.png,Grant,Clitsome,14,D,L,71,211,180,96,1985-04-14,Gloucester,CAN,ON,defensemen,20112012,CBJ
8474597,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8474597.png,Cody,Goloubef,29,D,R,73,190,185,86,1989-11-30,Mississauga,CAN,ON,defensemen,20112012,CBJ
8469534,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8469534.png,Aaron,Johnson,5,D,L,73,204,185,93,1983-04-30,Port Hawkesbury,CAN,NS,defensemen,20112012,CBJ
8471677,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8471677.png,Jack,Johnson,7,D,L,73,227,185,103,1987-01-13,Indianapolis,USA,IN,defensemen,20112012,CBJ
8471187,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8471187.png,Brett,Lebda,23,D,L,69,195,175,88,1982-01-15,Buffalo Grove,USA,IL,defensemen,20112012,CBJ
8468101,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8468101.png,Radek,Martinek,2,D,R,72,205,183,93,1976-08-31,Havlickuv Brod,CZE,,defensemen,20112012,CBJ
8470760,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8470760.png,Marc,Methot,3,D,L,76,230,193,104,1985-06-21,Ottawa,CAN,ON,defensemen,20112012,CBJ
8475186,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8475186.png,John,Moore,4,D,L,75,207,191,94,1990-11-19,Winnetka,USA,IL,defensemen,20112012,CBJ
8471348,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8471348.png,Nikita,Nikitin,6,D,L,76,217,193,98,1986-06-16,Omsk,RUS,,defensemen,20112012,CBJ
8474774,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8474774.png,Dalton,Prout,47,D,R,75,215,191,98,1990-03-13,Kingsville,CAN,ON,defensemen,20112012,CBJ
8471729,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8471729.png,Kris,Russell,10,D,L,70,170,178,77,1987-05-02,Caroline,CAN,AB,defensemen,20112012,CBJ
8475233,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8475233.png,David,Savard,58,D,R,73,235,185,107,1990-10-22,St-Hyacinthe,CAN,QC,defensemen,20112012,CBJ
8469492,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8469492.png,Fedor,Tyutin,51,D,L,74,221,188,100,1983-07-19,Izhevsk,RUS,,defensemen,20112012,CBJ
8470222,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8470222.png,James,Wisniewski,21,D,R,71,203,180,92,1984-02-21,Canton,USA,MI,defensemen,20112012,CBJ
8476803,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8476803.png,Shawn,Hunwick,31,G,L,67,166,170,75,1987-04-09,Sterling Heights,USA,MI,goalies,20112012,CBJ
8473461,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8473461.png,Steve,Mason,1,G,R,76,210,193,95,1988-05-29,Oakville,CAN,ON,goalies,20112012,CBJ
8468166,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8468166.png,Curtis,Sanford,30,G,L,71,187,180,85,1979-10-05,Owen Sound,CAN,ON,goalies,20112012,CBJ
8474057,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8474057.png,Allen,York,41,G,L,75,188,191,85,1989-06-17,Wetaskiwin,CAN,AB,goalies,20112012,CBJ
8467428,https://assets.nhle.com/mugs/nhl/20112012/DAL/8467428.png,Krys,Barch,13,R,L,74,225,188,102,1980-03-26,Hamilton,CAN,ON,forwards,20112012,DAL
8473994,https://assets.nhle.com/mugs/nhl/20112012/DAL/8473994.png,Jamie,Benn,14,L,L,74,205,188,93,1989-07-18,Victoria,CAN,BC,forwards,20112012,DAL
8470063,https://assets.nhle.com/mugs/nhl/20112012/DAL/8470063.png,Adam,Burish,16,R,R,73,195,185,88,1983-01-06,Madison,USA,WI,forwards,20112012,DAL
8471352,https://assets.nhle.com/mugs/nhl/20112012/DAL/8471352.png,Jake,Dowell,11,C,L,72,200,183,91,1985-03-04,Eau Claire,USA,WI,forwards,20112012,DAL
8462041,https://assets.nhle.com/mugs/nhl/20112012/DAL/8462041.png,Radek,Dvorak,20,R,R,74,195,188,88,1977-03-09,Tabor,CZE,,forwards,20112012,DAL
8470626,https://assets.nhle.com/mugs/nhl/20112012/DAL/8470626.png,Loui,Eriksson,21,L,L,74,179,188,81,1985-07-17,Gothenburg,SWE,,forwards,20112012,DAL
8469759,https://assets.nhle.com/mugs/nhl/20112012/DAL/8469759.png,Vernon,Fiddler,38,C,L,71,205,180,93,1980-05-09,Edmonton,CAN,AB,forwards,20112012,DAL
8475671,https://assets.nhle.com/mugs/nhl/20112012/DAL/8475671.png,Matt,Fraser,25,R,L,75,206,191,93,1990-05-20,Red Deer,CAN,AB,forwards,20112012,DAL
8476116,https://assets.nhle.com/mugs/nhl/20112012/DAL/8476116.png,Ryan,Garbutt,16,L,L,72,195,183,88,1985-08-12,Edmonton,CAN,AB,forwards,20112012,DAL
8475173,https://assets.nhle.com/mugs/nhl/20112012/DAL/8475173.png,Scott,Glennie,15,R,R,73,200,185,91,1991-02-22,Oakville,CAN,ON,forwards,20112012,DAL
8466160,https://assets.nhle.com/mugs/nhl/20112012/DAL/8466160.png,Brenden,Morrow,10,L,L,71,212,180,96,1979-01-16,Carlyle,CAN,SK,forwards,20112012,DAL
