id,headshot,firstName,lastName,sweaterNumber,positionCode,shootsCatches,heightInInches,weightInPounds,heightInCentimeters,weightInKilograms,birthDate,birthCity,birthCountry,birthStateProvince,positionType,season,team
8474150,https://assets.nhle.com/mugs/nhl/20162017/CGY/8474150.png,Mikael,Backlund,11,C,L,72,206,183,93,1989-03-17,Vasteras,SWE,,forwards,20162017,CGY
8477935,https://assets.nhle.com/mugs/nhl/20162017/CGY/8477935.png,Sam,Bennett,93,C,L,73,195,185,88,1996-06-20,Holland Landing,CAN,ON,forwards,20162017,CGY
8474642,https://assets.nhle.com/mugs/nhl/20162017/CGY/8474642.png,Lance,Bouma,17,C,L,74,208,188,94,1990-03-25,Provost,CAN,AB,forwards,20162017,CGY
8471426,https://assets.nhle.com/mugs/nhl/20162017/CGY/8471426.png,Troy,Brouwer,36,R,R,75,213,191,97,1985-08-17,Vancouver,CAN,BC,forwards,20162017,CGY
8475163,https://assets.nhle.com/mugs/nhl/20162017/CGY/8475163.png,Alex,Chiasson,39,R,R,76,208,193,94,1990-10-01,Montréal,CAN,QC,forwards,20162017,CGY
8475907,https://assets.nhle.com/mugs/nhl/20162017/CGY/8475907.png,Micheal,Ferland,79,L,L,73,217,185,98,1992-04-20,Swan River,CAN,MB,forwards,20162017,CGY
8473564,https://assets.nhle.com/mugs/nhl/20162017/CGY/8473564.png,Michael,Frolik,67,R,L,73,186,185,84,1988-02-17,Kladno,CZE,,forwards,20162017,CGY
8476346,https://assets.nhle.com/mugs/nhl/20162017/CGY/8476346.png,Johnny,Gaudreau,13,L,L,69,165,175,75,1993-08-13,Salem,USA,NJ,forwards,20162017,CGY
8475878,https://assets.nhle.com/mugs/nhl/20162017/CGY/8475878.png,Freddie,Hamilton,25,C,R,73,195,185,88,1992-01-01,Toronto,CAN,ON,forwards,20162017,CGY
8477903,https://assets.nhle.com/mugs/nhl/20162017/CGY/8477903.png,Garnet,Hathaway,21,R,R,75,208,191,94,1991-11-23,Naples,USA,FL,forwards,20162017,CGY
8476873,https://assets.nhle.com/mugs/nhl/20162017/CGY/8476873.png,Mark,Jankowski,77,C,L,76,212,193,96,1994-09-13,Hamilton,CAN,ON,forwards,20162017,CGY
8477508,https://assets.nhle.com/mugs/nhl/20162017/CGY/8477508.png,Curtis,Lazar,20,C,R,72,203,183,92,1995-02-02,Salmon Arm,CAN,BC,forwards,20162017,CGY
8477497,https://assets.nhle.com/mugs/nhl/20162017/CGY/8477497.png,Sean,Monahan,23,C,L,74,196,188,89,1994-10-12,Brampton,CAN,ON,forwards,20162017,CGY
8477445,https://assets.nhle.com/mugs/nhl/20162017/CGY/8477445.png,Hunter,Shinkaruk,49,C,L,70,181,178,82,1994-10-13,Calgary,CAN,AB,forwards,20162017,CGY
8470162,https://assets.nhle.com/mugs/nhl/20162017/CGY/8470162.png,Matt,Stajan,18,C,L,73,195,185,88,1983-12-19,Mississauga,CAN,ON,forwards,20162017,CGY
8479314,https://assets.nhle.com/mugs/nhl/20162017/CGY/8479314.png,Matthew,Tkachuk,19,L,L,74,201,188,91,1997-12-11,Scottsdale,USA,AZ,forwards,20162017,CGY
8471346,https://assets.nhle.com/mugs/nhl/20162017/CGY/8471346.png,Kris,Versteeg,10,R,R,71,176,180,80,1986-05-13,Lethbridge,CAN,AB,forwards,20162017,CGY
8475223,https://assets.nhle.com/mugs/nhl/20162017/CGY/8475223.png,Linden,Vey,16,R,R,72,189,183,86,1991-07-17,Wakaw,CAN,SK,forwards,20162017,CGY
8478397,https://assets.nhle.com/mugs/nhl/20162017/CGY/8478397.png,Rasmus,Andersson,4,D,R,73,202,185,92,1996-10-27,Malmo,SWE,,defensemen,20162017,CGY
8474749,https://assets.nhle.com/mugs/nhl/20162017/CGY/8474749.png,Matt,Bartkowski,44,D,L,73,201,185,91,1988-06-04,Pittsburgh,USA,PA,defensemen,20162017,CGY
8474673,https://assets.nhle.com/mugs/nhl/20162017/CGY/8474673.png,TJ,Brodie,7,D,L,74,187,188,85,1990-06-07,Chatham,CAN,ON,defensemen,20162017,CGY
8468674,https://assets.nhle.com/mugs/nhl/20162017/CGY/8468674.png,Deryk,Engelland,29,D,R,74,212,188,96,1982-04-03,Edmonton,CAN,AB,defensemen,20162017,CGY
8470966,https://assets.nhle.com/mugs/nhl/20162017/CGY/8470966.png,Mark,Giordano,5,D,L,72,205,183,93,1983-10-03,Toronto,CAN,ON,defensemen,20162017,CGY
8471269,https://assets.nhle.com/mugs/nhl/20162017/CGY/8471269.png,Nicklas,Grossmann,8,D,L,76,230,193,104,1985-01-22,Stockholm,SWE,,defensemen,20162017,CGY
8476462,https://assets.nhle.com/mugs/nhl/20162017/CGY/8476462.png,Dougie,Hamilton,27,D,R,78,230,198,104,1993-06-17,Toronto,CAN,ON,defensemen,20162017,CGY
8476279,https://assets.nhle.com/mugs/nhl/20162017/CGY/8476279.png,Jyrki,Jokipakka,3,D,L,75,215,191,98,1991-08-20,Tampere,FIN,,defensemen,20162017,CGY
8476967,https://assets.nhle.com/mugs/nhl/20162017/CGY/8476967.png,Brett,Kulak,61,D,L,73,197,185,89,1994-01-06,Edmonton,CAN,AB,defensemen,20162017,CGY
8474628,https://assets.nhle.com/mugs/nhl/20162017/CGY/8474628.png,Michael,Stone,26,D,R,75,210,191,95,1990-06-07,Winnipeg,CAN,MB,defensemen,20162017,CGY
8469770,https://assets.nhle.com/mugs/nhl/20162017/CGY/8469770.png,Dennis,Wideman,6,D,R,72,202,183,92,1983-03-20,Kitchener,CAN,ON,defensemen,20162017,CGY
8476452,https://assets.nhle.com/mugs/nhl/20162017/CGY/8476452.png,Tyler,Wotherspoon,26,D,L,74,207,188,94,1993-03-12,Burnaby,CAN,BC,defensemen,20162017,CGY
8470880,https://assets.nhle.com/mugs/nhl/20162017/CGY/8470880.png,Brian,Elliott,1,G,L,74,221,188,100,1985-04-09,Newmarket,CAN,ON,goalies,20162017,CGY
8476903,https://assets.nhle.com/mugs/nhl/20162017/CGY/8476903.png,Jon,Gillies,32,G,L,78,223,198,101,1994-01-22,Concord,USA,NH,goalies,20162017,CGY
8473434,https://assets.nhle.com/mugs/nhl/20162017/CGY/8473434.png,Chad,Johnson,31,G,L,75,197,191,89,1986-06-10,Saskatoon,CAN,SK,goalies,20162017,CGY
8479496,https://assets.nhle.com/mugs/nhl/20162017/CGY/8479496.png,David,Rittich,33,G,L,76,205,193,93,1992-08-19,Jihlava,CZE,,goalies,20162017,CGY
8478427,https://assets.nhle.com/mugs/nhl/20162017/CAR/8478427.png,Sebastian,Aho,20,C,L,72,176,183,80,1997-07-26,Rauma,FIN,,forwards,20162017,CAR
8471254,https://assets.nhle.com/mugs/nhl/20162017/CAR/8471254.png,Bryan,Bickell,29,L,L,76,223,193,101,1986-03-09,Bowmanville,CAN,ON,forwards,20162017,CAR
8477887,https://assets.nhle.com/mugs/nhl/20162017/CAR/8477887.png,Patrick,Brown,36,C,R,73,210,185,95,1992-05-29,Bloomfield Hills,USA,MI,forwards,20162017,CAR
8476858,https://assets.nhle.com/mugs/nhl/20162017/CAR/8476858.png,Phillip,Di Giuseppe,7,L,L,72,193,183,88,1993-10-09,Toronto,CAN,ON,forwards,20162017,CAR
8476924,https://assets.nhle.com/mugs/nhl/20162017/CAR/8476924.png,Martin,Frk,91,R,R,73,210,185,95,1993-10-05,Pelhrimov,CZE,,forwards,20162017,CAR
8477496,https://assets.nhle.com/mugs/nhl/20162017/CAR/8477496.png,Elias,Lindholm,28,C,R,73,202,185,92,1994-12-02,Boden,SWE,,forwards,20162017,CAR
8469508,https://assets.nhle.com/mugs/nhl/20162017/CAR/8469508.png,Jay,McClement,18,C,L,73,205,185,93,1983-03-02,Kingston,CAN,ON,forwards,20162017,CAR
8476934,https://assets.nhle.com/mugs/nhl/20162017/CAR/8476934.png,Brock,McGinn,23,L,L,72,187,183,85,1994-02-02,Fergus,CAN,ON,forwards,20162017,CAR
8475250,https://assets.nhle.com/mugs/nhl/20162017/CAR/8475250.png,Andrej,Nestrasil,15,C,L,75,200,191,91,1991-02-22,Prague,CZE,,forwards,20162017,CAR
8475807,https://assets.nhle.com/mugs/nhl/20162017/CAR/8475807.png,Joakim,Nordstrom,42,L,L,73,194,185,88,1992-02-25,Stockholm,SWE,,forwards,20162017,CAR
8479249,https://assets.nhle.com/mugs/nhl/20162017/CAR/8479249.png,Andrew,Poturalski,57,C,R,70,187,178,85,1994-01-14,Williamsville,USA,NY,forwards,20162017,CAR
8476437,https://assets.nhle.com/mugs/nhl/20162017/CAR/8476437.png,Victor,Rask,49,C,L,74,199,188,90,1993-03-01,Leksand,SWE,,forwards,20162017,CAR
8476427,https://assets.nhle.com/mugs/nhl/20162017/CAR/8476427.png,Ty,Rattie,8,R,R,72,183,183,83,1993-02-05,Calgary,CAN,AB,forwards,20162017,CAR
8478585,https://assets.nhle.com/mugs/nhl/20162017/CAR/8478585.png,Derek,Ryan,7,C,R,70,185,178,84,1986-12-29,Spokane,USA,WA,forwards,20162017,CAR
8475784,https://assets.nhle.com/mugs/nhl/20162017/CAR/8475784.png,Jeff,Skinner,53,L,L,71,197,180,89,1992-05-16,Toronto,CAN,ON,forwards,20162017,CAR
8473533,https://assets.nhle.com/mugs/nhl/20162017/CAR/8473533.png,Jordan,Staal,11,C,L,76,220,193,100,1988-09-10,Thunder Bay,CAN,ON,forwards,20162017,CAR
8473537,https://assets.nhle.com/mugs/nhl/20162017/CAR/8473537.png,Viktor,Stalberg,25,L,L,75,209,191,95,1986-01-17,Gothenburg,SWE,,forwards,20162017,CAR
8470740,https://assets.nhle.com/mugs/nhl/20162017/CAR/8470740.png,Lee,Stempniak,21,R,R,71,195,180,88,1983-02-04,West Seneca,USA,NY,forwards,20162017,CAR
8476882,https://assets.nhle.com/mugs/nhl/20162017/CAR/8476882.png,Teuvo,Teravainen,86,L,L,71,191,180,87,1994-09-11,Helsinki,FIN,,forwards,20162017,CAR
8477566,https://assets.nhle.com/mugs/nhl/20162017/CAR/8477566.png,Sergey,Tolchinsky,61,L,L,68,170,173,77,1995-02-03,Moscow,RUS,,forwards,20162017,CAR
8478027,https://assets.nhle.com/mugs/nhl/20162017/CAR/8478027.png,Lucas,Wallmark,71,C,L,72,178,183,81,1995-09-05,Umea,SWE,,forwards,20162017,CAR
8477458,https://assets.nhle.com/mugs/nhl/20162017/CAR/8477458.png,Valentin,Zykov,73,R,R,72,220,183,100,1995-05-15,St. Petersburg,RUS,,forwards,20162017,CAR
8476403,https://assets.nhle.com/mugs/nhl/20162017/CAR/8476403.png,Klas,Dahlbeck,6,D,L,75,207,191,94,1991-07-06,Katrineholm,SWE,,defensemen,20162017,CAR
8475753,https://assets.nhle.com/mugs/nhl/20162017/CAR/8475753.png,Justin,Faulk,27,D,R,72,214,183,97,1992-03-20,South St. Paul,USA,MN,defensemen,20162017,CAR
8468493,https://assets.nhle.com/mugs/nhl/20162017/CAR/8468493.png,Ron,Hainsey,65,D,L,75,201,191,91,1981-03-24,Bolton,USA,CT,defensemen,20162017,CAR
8478396,https://assets.nhle.com/mugs/nhl/20162017/CAR/8478396.png,Noah,Hanifin,5,D,L,75,207,191,94,1997-01-25,Boston,USA,MA,defensemen,20162017,CAR
8476465,https://assets.nhle.com/mugs/nhl/20162017/CAR/8476465.png,Ryan,Murphy,7,D,R,71,175,180,79,1993-03-31,Aurora,CAN,ON,defensemen,20162017,CAR
8478562,https://assets.nhle.com/mugs/nhl/20162017/CAR/8478562.png,Jakub,Nakladal,14,D,R,74,212,188,96,1987-12-30,Hradec Kralove,CZE,,defensemen,20162017,CAR
8477488,https://assets.nhle.com/mugs/nhl/20162017/CAR/8477488.png,Brett,Pesce,22,D,R,75,206,191,93,1994-11-15,Tarrytown,USA,NY,defensemen,20162017,CAR
8476958,https://assets.nhle.com/mugs/nhl/20162017/CAR/8476958.png,Jaccob,Slavin,74,D,L,75,207,191,94,1994-05-01,Denver,USA,CO,defensemen,20162017,CAR
8476807,https://assets.nhle.com/mugs/nhl/20162017/CAR/8476807.png,Matt,Tennyson,26,D,R,74,205,188,93,1990-04-23,Minneapolis,USA,MN,defensemen,20162017,CAR
8479115,https://assets.nhle.com/mugs/nhl/20162017/CAR/8479115.png,Jorge,Alves,,G,L,69,185,175,84,1979-01-30,Boston,USA,MA,goalies,20162017,CAR
8475663,https://assets.nhle.com/mugs/nhl/20162017/CAR/8475663.png,Eddie,Lack,31,G,L,76,187,193,85,1988-01-05,Norrtalje,SWE,,goalies,20162017,CAR
8468038,https://assets.nhle.com/mugs/nhl/20162017/CAR/8468038.png,Michael,Leighton,32,G,L,75,186,191,84,1981-05-19,Petrolia,CAN,ON,goalies,20162017,CAR
8477968,https://assets.nhle.com/mugs/nhl/20162017/CAR/8477968.png,Alex,Nedeljkovic,39,G,L,72,208,183,94,1996-01-07,Parma,USA,OH,goalies,20162017,CAR
8470320,https://assets.nhle.com/mugs/nhl/20162017/CAR/8470320.png,Cam,Ward,30,G,L,73,194,185,88,1984-02-29,Saskatoon,CAN,SK,goalies,20162017,CAR
8476805,https://assets.nhle.com/mugs/nhl/20162017/CHI/8476805.png,Spencer,Abbott,24,L,R,69,170,175,77,1988-04-30,Hamilton,CAN,ON,forwards,20162017,CHI
8473573,https://assets.nhle.com/mugs/nhl/20162017/CHI/8473573.png,Artem,Anisimov,15,C,L,76,199,193,90,1988-05-24,Yaroslavl,RUS,,forwards,20162017,CHI
8471956,https://assets.nhle.com/mugs/nhl/20162017/CHI/8471956.png,Andrew,Desjardins,11,L,L,73,195,185,88,1986-07-27,Lively,CAN,ON,forwards,20162017,CHI
8477451,https://assets.nhle.com/mugs/nhl/20162017/CHI/8477451.png,Ryan,Hartman,38,L,R,72,197,183,89,1994-09-20,Hilton Head Island,USA,SC,forwards,20162017,CHI
8477401,https://assets.nhle.com/mugs/nhl/20162017/CHI/8477401.png,John,Hayden,40,R,R,75,223,191,101,1995-02-14,Chicago,USA,IL,forwards,20162017,CHI
8476994,https://assets.nhle.com/mugs/nhl/20162017/CHI/8476994.png,Vinnie,Hinostroza,28,L,R,70,183,178,83,1994-04-03,Chicago,USA,IL,forwards,20162017,CHI
8466148,https://assets.nhle.com/mugs/nhl/20162017/CHI/8466148.png,Marian,Hossa,81,R,L,73,207,185,94,1979-01-12,Stará Lubovna,SVK,,forwards,20162017,CHI
8476430,https://assets.nhle.com/mugs/nhl/20162017/CHI/8476430.png,Tomas,Jurco,13,L,L,74,197,188,89,1992-12-28,Kosice,SVK,,forwards,20162017,CHI
8474141,https://assets.nhle.com/mugs/nhl/20162017/CHI/8474141.png,Patrick,Kane,88,R,L,70,177,178,80,1988-11-19,Buffalo,USA,NY,forwards,20162017,CHI
8478528,https://assets.nhle.com/mugs/nhl/20162017/CHI/8478528.png,Tanner,Kero,67,C,L,72,180,183,82,1992-07-24,Hancock,USA,MI,forwards,20162017,CHI
8475323,https://assets.nhle.com/mugs/nhl/20162017/CHI/8475323.png,Marcus,Kruger,16,C,L,72,186,183,84,1990-05-27,Stockholm,SWE,,forwards,20162017,CHI
8477353,https://assets.nhle.com/mugs/nhl/20162017/CHI/8477353.png,Tyler,Motte,64,L,L,70,192,178,87,1995-03-10,St. Clair,USA,MI,forwards,20162017,CHI
8478550,https://assets.nhle.com/mugs/nhl/20162017/CHI/8478550.png,Artemi,Panarin,72,L,R,72,173,183,78,1991-10-30,Korkino,RUS,,forwards,20162017,CHI
8475209,https://assets.nhle.com/mugs/nhl/20162017/CHI/8475209.png,Richard,Panik,14,R,L,74,203,188,92,1991-02-07,Martin,SVK,,forwards,20162017,CHI
8477929,https://assets.nhle.com/mugs/nhl/20162017/CHI/8477929.png,Dennis,Rasmussen,70,C,L,75,192,191,87,1990-07-03,Vasteras,SWE,,forwards,20162017,CHI
8477951,https://assets.nhle.com/mugs/nhl/20162017/CHI/8477951.png,Nick,Schmaltz,8,C,R,72,181,183,82,1996-02-23,Madison,USA,WI,forwards,20162017,CHI
8473604,https://assets.nhle.com/mugs/nhl/20162017/CHI/8473604.png,Jonathan,Toews,19,C,L,74,201,188,91,1988-04-29,Winnipeg,CAN,MB,forwards,20162017,CHI
8469547,https://assets.nhle.com/mugs/nhl/20162017/CHI/8469547.png,Jordin,Tootoo,22,R,R,69,195,175,88,1983-02-02,Churchill,CAN,MB,forwards,20162017,CHI
8466285,https://assets.nhle.com/mugs/nhl/20162017/CHI/8466285.png,Brian,Campbell,51,D,L,70,192,178,87,1979-05-23,Strathroy,CAN,ON,defensemen,20162017,CHI
8478055,https://assets.nhle.com/mugs/nhl/20162017/CHI/8478055.png,Gustav,Forsling,42,D,L,72,186,183,84,1996-06-12,Linkoping,SWE,,defensemen,20162017,CHI
8471769,https://assets.nhle.com/mugs/nhl/20162017/CHI/8471769.png,Niklas,Hjalmarsson,4,D,L,75,197,191,89,1987-06-06,Eksjo,SWE,,defensemen,20162017,CHI
8470281,https://assets.nhle.com/mugs/nhl/20162017/CHI/8470281.png,Duncan,Keith,2,D,L,73,192,185,87,1983-07-16,Winnipeg,CAN,MB,defensemen,20162017,CHI
8479482,https://assets.nhle.com/mugs/nhl/20162017/CHI/8479482.png,Michal,Kempny,6,D,L,73,190,185,86,1990-09-08,Hodonin,CZE,,defensemen,20162017,CHI
8469665,https://assets.nhle.com/mugs/nhl/20162017/CHI/8469665.png,Johnny,Oduya,27,D,L,72,191,183,87,1981-10-01,Stockholm,SWE,,defensemen,20162017,CHI
8465058,https://assets.nhle.com/mugs/nhl/20162017/CHI/8465058.png,Michal,Rozsival,32,D,R,73,210,185,95,1978-09-03,Vlasim,CZE,,defensemen,20162017,CHI
8470607,https://assets.nhle.com/mugs/nhl/20162017/CHI/8470607.png,Brent,Seabrook,7,D,R,75,220,191,100,1985-04-20,Richmond,CAN,BC,defensemen,20162017,CHI
8477845,https://assets.nhle.com/mugs/nhl/20162017/CHI/8477845.png,Trevor,van Riemsdyk,57,D,R,75,191,191,87,1991-07-24,Middletown,USA,NJ,defensemen,20162017,CHI
8470645,https://assets.nhle.com/mugs/nhl/20162017/CHI/8470645.png,Corey,Crawford,50,G,L,74,216,188,98,1984-12-31,Montréal,CAN,QC,goalies,20162017,CHI
8474152,https://assets.nhle.com/mugs/nhl/20162017/CHI/8474152.png,Scott,Darling,33,G,L,77,226,196,103,1988-12-22,Newport News,USA,VA,goalies,20162017,CHI
8477413,https://assets.nhle.com/mugs/nhl/20162017/COL/8477413.png,Sven,Andrighetto,10,R,L,70,188,178,85,1993-03-21,Zurich,CHE,,forwards,20162017,COL
8475268,https://assets.nhle.com/mugs/nhl/20162017/COL/8475268.png,Gabriel,Bourque,57,L,L,70,206,178,93,1990-09-23,Rimouski,CAN,QC,forwards,20162017,COL
8471504,https://assets.nhle.com/mugs/nhl/20162017/COL/8471504.png,Rene,Bourque,17,R,L,74,217,188,98,1981-12-10,Lac La Biche,CAN,AB,forwards,20162017,COL
8474577,https://assets.nhle.com/mugs/nhl/20162017/COL/8474577.png,Joe,Colborne,8,C,L,77,221,196,100,1990-01-30,Calgary,CAN,AB,forwards,20162017,COL
8471260,https://assets.nhle.com/mugs/nhl/20162017/COL/8471260.png,Blake,Comeau,14,L,R,73,200,185,91,1986-02-18,Meadow Lake,CAN,SK,forwards,20162017,COL
8477456,https://assets.nhle.com/mugs/nhl/20162017/COL/8477456.png,J.T.,Compher,37,C,R,72,190,183,86,1995-04-08,Northbrook,USA,IL,forwards,20162017,COL
8475168,https://assets.nhle.com/mugs/nhl/20162017/COL/8475168.png,Matt,Duchene,9,C,L,71,195,180,88,1991-01-16,Haliburton,CAN,ON,forwards,20162017,COL
8478421,https://assets.nhle.com/mugs/nhl/20162017/COL/8478421.png,A.J.,Greer,24,L,L,75,208,191,94,1996-12-14,Joliette,CAN,QC,forwards,20162017,COL
8476888,https://assets.nhle.com/mugs/nhl/20162017/COL/8476888.png,Mikhail,Grigorenko,25,C,L,75,206,191,93,1994-05-16,Khabarovsk,RUS,,forwards,20162017,COL
8476428,https://assets.nhle.com/mugs/nhl/20162017/COL/8476428.png,Rocco,Grimaldi,20,C,R,66,180,168,82,1993-02-08,Anaheim,USA,CA,forwards,20162017,COL
8476511,https://assets.nhle.com/mugs/nhl/20162017/COL/8476511.png,Samuel,Henley,42,C,L,76,210,193,95,1993-07-25,Val-d'Or,CAN,QC,forwards,20162017,COL
8462042,https://assets.nhle.com/mugs/nhl/20162017/COL/8462042.png,Jarome,Iginla,12,R,R,73,210,185,95,1977-07-01,Edmonton,CAN,AB,forwards,20162017,COL
8479370,https://assets.nhle.com/mugs/nhl/20162017/COL/8479370.png,Tyson,Jost,17,C,L,71,187,180,85,1998-03-14,St. Albert,CAN,AB,forwards,20162017,COL
8476455,https://assets.nhle.com/mugs/nhl/20162017/COL/8476455.png,Gabriel,Landeskog,92,L,L,73,215,185,98,1992-11-23,Stockholm,SWE,,forwards,20162017,COL
8477492,https://assets.nhle.com/mugs/nhl/20162017/COL/8477492.png,Nathan,MacKinnon,29,C,R,72,200,183,91,1995-09-01,Halifax,CAN,NS,forwards,20162017,COL
8478561,https://assets.nhle.com/mugs/nhl/20162017/COL/8478561.png,Andreas,Martinsen,27,L,L,74,225,188,102,1990-06-13,Bærum,NOR,,forwards,20162017,COL
8471657,https://assets.nhle.com/mugs/nhl/20162017/COL/8471657.png,Cody,McLeod,55,L,L,74,204,188,93,1984-06-26,Binscarth,CAN,MB,forwards,20162017,COL
8470750,https://assets.nhle.com/mugs/nhl/20162017/COL/8470750.png,John,Mitchell,7,C,L,73,204,185,93,1985-01-22,Oakville,CAN,ON,forwards,20162017,COL
8476442,https://assets.nhle.com/mugs/nhl/20162017/COL/8476442.png,Matt,Nieto,83,L,L,71,187,180,85,1992-11-05,Long Beach,USA,CA,forwards,20162017,COL
8478420,https://assets.nhle.com/mugs/nhl/20162017/COL/8478420.png,Mikko,Rantanen,96,R,L,76,215,193,98,1996-10-29,Nousiainen,FIN,,forwards,20162017,COL
8474727,https://assets.nhle.com/mugs/nhl/20162017/COL/8474727.png,Ben,Smith,20,R,R,71,203,180,92,1988-07-11,Winston-Salem,USA,NC,forwards,20162017,COL
8471262,https://assets.nhle.com/mugs/nhl/20162017/COL/8471262.png,Carl,Soderberg,34,C,L,75,210,191,95,1985-10-12,Malmo,SWE,,forwards,20162017,COL
8474717,https://assets.nhle.com/mugs/nhl/20162017/COL/8474717.png,Mark,Barberio,44,D,L,73,200,185,91,1990-03-23,Montréal,CAN,QC,defensemen,20162017,COL
8475197,https://assets.nhle.com/mugs/nhl/20162017/COL/8475197.png,Tyson,Barrie,4,D,R,71,197,180,89,1991-07-26,Victoria,CAN,BC,defensemen,20162017,COL
8467400,https://assets.nhle.com/mugs/nhl/20162017/COL/8467400.png,Francois,Beauchemin,32,D,L,71,208,180,94,1980-06-04,Sorel,CAN,QC,defensemen,20162017,COL
8475199,https://assets.nhle.com/mugs/nhl/20162017/COL/8475199.png,Eric,Gelinas,44,D,L,76,215,193,98,1991-05-08,Vanier,CAN,ON,defensemen,20162017,COL
8474597,https://assets.nhle.com/mugs/nhl/20162017/COL/8474597.png,Cody,Goloubef,18,D,R,73,190,185,86,1989-11-30,Mississauga,CAN,ON,defensemen,20162017,COL
8473446,https://assets.nhle.com/mugs/nhl/20162017/COL/8473446.png,Erik,Johnson,6,D,R,76,225,193,102,1988-03-21,Bloomington,USA,MN,defensemen,20162017,COL
8478073,https://assets.nhle.com/mugs/nhl/20162017/COL/8478073.png,Anton,Lindholm,54,D,L,71,191,180,87,1994-11-29,Skelleftea,SWE,,defensemen,20162017,COL
8476464,https://assets.nhle.com/mugs/nhl/20162017/COL/8476464.png,Duncan,Siemens,15,D,L,75,210,191,95,1993-09-07,Edmonton,CAN,AB,defensemen,20162017,COL
8469492,https://assets.nhle.com/mugs/nhl/20162017/COL/8469492.png,Fedor,Tyutin,51,D,L,74,221,188,100,1983-07-19,Izhevsk,RUS,,defensemen,20162017,COL
8474605,https://assets.nhle.com/mugs/nhl/20162017/COL/8474605.png,Patrick,Wiercioch,28,D,L,77,202,196,92,1990-09-12,Burnaby,CAN,BC,defensemen,20162017,COL
8477507,https://assets.nhle.com/mugs/nhl/20162017/COL/8477507.png,Nikita,Zadorov,16,D,L,78,248,198,112,1995-04-16,Moscow,RUS,,defensemen,20162017,COL
8477484,https://assets.nhle.com/mugs/nhl/20162017/COL/8477484.png,Spencer,Martin,30,G,L,75,191,191,87,1995-06-08,Oakville,CAN,ON,goalies,20162017,COL
8475717,https://assets.nhle.com/mugs/nhl/20162017/COL/8475717.png,Calvin,Pickard,31,G,L,73,210,185,95,1992-04-15,Moncton,CAN,NB,goalies,20162017,COL
8474092,https://assets.nhle.com/mugs/nhl/20162017/COL/8474092.png,Jeremy,Smith,40,G,L,72,177,183,80,1989-04-13,Dearborn,USA,MI,goalies,20162017,COL
8473575,https://assets.nhle.com/mugs/nhl/20162017/COL/8473575.png,Semyon,Varlamov,1,G,L,74,206,188,93,1988-04-27,Samara,RUS,,goalies,20162017,COL
8476981,https://assets.nhle.com/mugs/nhl/20162017/CBJ/8476981.png,Josh,Anderson,77,R,R,75,218,191,99,1994-05-07,Burlington,CAN,ON,forwards,20162017,CBJ
8474715,https://assets.nhle.com/mugs/nhl/20162017/CBJ/8474715.png,Cam,Atkinson,13,R,R,68,176,173,80,1989-06-05,Riverside,USA,CT,forwards,20162017,CBJ
8477416,https://assets.nhle.com/mugs/nhl/20162017/CBJ/8477416.png,Oliver,Bjorkstrand,28,R,R,72,175,183,79,1995-04-10,Herning,DNK,,forwards,20162017,CBJ
8474685,https://assets.nhle.com/mugs/nhl/20162017/CBJ/8474685.png,Matt,Calvert,11,L,L,71,186,180,84,1989-12-24,Brandon,CAN,MB,forwards,20162017,CBJ
8471273,https://assets.nhle.com/mugs/nhl/20162017/CBJ/8471273.png,Brandon,Dubinsky,17,C,L,74,208,188,94,1986-04-29,Anchorage,USA,AK,forwards,20162017,CBJ
8473422,https://assets.nhle.com/mugs/nhl/20162017/CBJ/8473422.png,Nick,Foligno,71,L,L,72,210,183,95,1987-10-31,Buffalo,USA,NY,forwards,20162017,CBJ
8474040,https://assets.nhle.com/mugs/nhl/20162017/CBJ/8474040.png,Sam,Gagner,89,C,R,71,201,180,91,1989-08-10,London,CAN,ON,forwards,20162017,CBJ
8478541,https://assets.nhle.com/mugs/nhl/20162017/CBJ/8478541.png,Markus,Hannikainen,37,L,L,73,200,185,91,1993-03-26,Helsinki,FIN,,forwards,20162017,CBJ
8468486,https://assets.nhle.com/mugs/nhl/20162017/CBJ/8468486.png,Scott,Hartnell,43,L,L,74,215,188,98,1982-04-18,Regina,CAN,SK,forwards,20162017,CBJ
8476432,https://assets.nhle.com/mugs/nhl/20162017/CBJ/8476432.png,Boone,Jenner,38,C,L,74,203,188,92,1993-06-15,Dorchester,CAN,ON,forwards,20162017,CBJ
8476448,https://assets.nhle.com/mugs/nhl/20162017/CBJ/8476448.png,William,Karlsson,25,C,L,72,190,183,86,1993-01-08,Marsta,SWE,,forwards,20162017,CBJ
8471232,https://assets.nhle.com/mugs/nhl/20162017/CBJ/8471232.png,Lauri,Korpikoski,29,L,L,73,193,185,88,1986-07-28,Turku,FIN,,forwards,20162017,CBJ
8477947,https://assets.nhle.com/mugs/nhl/20162017/CBJ/8477947.png,Sonny,Milano,22,L,L,72,194,183,88,1996-05-12,Massapequa,USA,NY,forwards,20162017,CBJ
8476438,https://assets.nhle.com/mugs/nhl/20162017/CBJ/8476438.png,Brandon,Saad,20,L,L,73,215,185,98,1992-10-27,Pittsburgh,USA,PA,forwards,20162017,CBJ
8476310,https://assets.nhle.com/mugs/nhl/20162017/CBJ/8476310.png,Lukas,Sedlak,45,C,L,72,205,183,93,1993-02-25,České Budějovice,CZE,,forwards,20162017,CBJ
